feed_name,raw_column,status_labels,never_loaded,dropped,loaded_but_unused,meaning_or_example,example_values,is_renamed_to,is_stored,is_used,where_dropped,drop_reason,where_used,recommendation
irs527_full_data_record_1_org_registration,pos_3,never_loaded|dropped,yes,yes,no,Example: 0 | 1,0 | 1,,,no,database/irs527_loader.py:74,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_1_org_registration,pos_4,never_loaded|dropped,yes,yes,no,Example: 0 | 1,0 | 1,,,no,database/irs527_loader.py:74,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_1_org_registration,pos_5,never_loaded|dropped,yes,yes,no,Example: 0 | 1,0 | 1,,,no,database/irs527_loader.py:74,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_1_org_registration,pos_41,never_loaded|dropped,yes,yes,no,Example: 2001-05-13 21:20:54 | 2001-05-14 15:05:31 | 2001-05-14 17:24:52,2001-05-13 21:20:54 | 2001-05-14 15:05:31 | 2001-05-14 17:24:52,,,no,database/irs527_loader.py:74,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_1_org_registration,pos_42,never_loaded|dropped,yes,yes,no,Example: 0 | 1,0 | 1,,,no,database/irs527_loader.py:74,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_1_org_registration,pos_43,never_loaded|dropped,yes,yes,no,Example: 1 | 0,1 | 0,,,no,database/irs527_loader.py:74,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_2_periodic_report,pos_5,never_loaded|dropped,yes,yes,no,Example: 1 | 0,1 | 0,,,no,database/irs527_loader.py:125,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_2_periodic_report,pos_6,never_loaded|dropped,yes,yes,no,Example: 0 | 1,0 | 1,,,no,database/irs527_loader.py:125,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_2_periodic_report,pos_7,never_loaded|dropped,yes,yes,no,Example: 0 | 1,0 | 1,,,no,database/irs527_loader.py:125,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_2_periodic_report,pos_8,never_loaded|dropped,yes,yes,no,Example: 0 | 1,0 | 1,,,no,database/irs527_loader.py:125,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_2_periodic_report,pos_46,never_loaded|dropped,yes,yes,no,Example: 0 | 1,0 | 1,,,no,database/irs527_loader.py:125,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_2_periodic_report,pos_49,never_loaded|dropped,yes,yes,no,No clear mapping; see drop_reason,,,,no,database/irs527_loader.py:125,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_A_contribution,pos_2,never_loaded|dropped,yes,yes,no,Example: 38296 | 38297 | 38298,38296 | 38297 | 38298,,,no,database/irs527_loader.py:234,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_A_contribution,pos_16,never_loaded|dropped,yes,yes,no,Example: 20030214 | 20030630 | 20030531,20030214 | 20030630 | 20030531,,,no,database/irs527_loader.py:234,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_A_contribution,pos_17,never_loaded|dropped,yes,yes,no,No clear mapping; see drop_reason,,,,no,database/irs527_loader.py:234,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_B_expenditure,pos_2,never_loaded|dropped,yes,yes,no,Example: 38295 | 71358 | 71359,38295 | 71358 | 71359,,,no,database/irs527_loader.py:259,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_B_expenditure,pos_17,never_loaded|dropped,yes,yes,no,No clear mapping; see drop_reason,,,,no,database/irs527_loader.py:259,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_D_director,pos_2,never_loaded|dropped,yes,yes,no,Example: 26174 | 269 | 270,26174 | 269 | 270,,,no,database/irs527_loader.py:190,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_D_director,pos_13,never_loaded|dropped,yes,yes,no,No clear mapping; see drop_reason,,,,no,database/irs527_loader.py:190,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_E_election_authority,pos_4,never_loaded|dropped,yes,yes,no,Example: FL | MI | NY,FL | MI | NY,,,no,database/irs527_loader.py:285,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_E_election_authority,pos_5,never_loaded|dropped,yes,yes,no,No clear mapping; see drop_reason,,,,no,database/irs527_loader.py:285,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_H_header,pos_1,dropped,no,yes,no,Example: 20260208,20260208,,,no,database/irs527_loader.py:562,always-null/meaningless for core model (header parsed for stats only),,Persist header metadata to an audit table if needed for provenance.
irs527_full_data_record_H_header,pos_2,dropped,no,yes,no,Example: 0641,0641,,,no,database/irs527_loader.py:562,always-null/meaningless for core model (header parsed for stats only),,Persist header metadata to an audit table if needed for provenance.
irs527_full_data_record_H_header,pos_3,dropped,no,yes,no,Example: F,F,,,no,database/irs527_loader.py:562,always-null/meaningless for core model (header parsed for stats only),,Persist header metadata to an audit table if needed for provenance.
irs527_full_data_record_H_header,pos_4,never_loaded|dropped,yes,yes,no,No clear mapping; see drop_reason,,,,no,database/irs527_loader.py:64,never read,,Add explicit mapping or mark intentional denylist with rationale.
irs527_full_data_record_R_related_org,pos_2,never_loaded|dropped,yes,yes,no,Example: 5 | 7 | 8,5 | 7 | 8,,,no,database/irs527_loader.py:212,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_R_related_org,pos_13,never_loaded|dropped,yes,yes,no,No clear mapping; see drop_reason,,,,no,database/irs527_loader.py:212,explicitly excluded (parser never references this position),,Review IRS layout and map needed positions explicitly.
irs527_full_data_record_UNKNOWN,pos_1,never_loaded|dropped,yes,yes,no,Example: 20130306 | 20130116 | 20130320,20130306 | 20130116 | 20130320,,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_2,never_loaded|dropped,yes,yes,no,Example: 2013-03-06 16:32:00 | 2013-03-18 11:11:29 | 2013-03-20 14:49:05,2013-03-06 16:32:00 | 2013-03-18 11:11:29 | 2013-03-20 14:49:05,,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_3,never_loaded|dropped,yes,yes,no,Example: 1 | 0 | 775,1 | 0 | 775,,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_4,never_loaded|dropped,yes,yes,no,Example: 1 | 0 | 20091019,1 | 0 | 20091019,,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_5,never_loaded|dropped,yes,yes,no,"Example: N/A | WESTERN REFINING, INC. | RETIRED","N/A | WESTERN REFINING, INC. | RETIRED",,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_6,never_loaded|dropped,yes,yes,no,Example: N/A | Brian Sims | STATE OF ARKANSAS,N/A | Brian Sims | STATE OF ARKANSAS,,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_7,never_loaded|dropped,yes,yes,no,Example: 10 | 3973 | 195,10 | 3973 | 195,,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_8,never_loaded|dropped,yes,yes,no,Example: N/A | Chief of Staff | DEPUTY DIRECTOR OF LEGISLATIVE AFFAIRS,N/A | Chief of Staff | DEPUTY DIRECTOR OF LEGISLATIVE AFFAIRS,,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_9,never_loaded|dropped,yes,yes,no,Example: 20150130 | 20150617 | 20150108,20150130 | 20150617 | 20150108,,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_10,never_loaded|dropped,yes,yes,no,"Example: AMEX/TRAVEL | REIMBURSEMENT; METRO, TRAVEL | INSURANCE","AMEX/TRAVEL | REIMBURSEMENT; METRO, TRAVEL | INSURANCE",,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_11,never_loaded|dropped,yes,yes,no,Example: Political contribution,Political contribution,,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
irs527_full_data_record_UNKNOWN,pos_12,never_loaded|dropped,yes,yes,no,No clear mapping; see drop_reason,,,,no,database/irs527_loader.py:651,unknown/bug (unrecognized record type treated as malformed),,Persist unknown record types to quarantine table for review.
fec_api_schedule_a_json,amendment_indicator,dropped|loaded_but_unused,no,yes,yes,Example: A | N | C,A | N | C,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,amendment_indicator_desc,dropped|loaded_but_unused,no,yes,yes,Example: ADD | NO CHANGE | CHANGE,ADD | NO CHANGE | CHANGE,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,back_reference_schedule_name,dropped|loaded_but_unused,no,yes,yes,Example: SA11AI | SA11D | SA12,SA11AI | SA11D | SA12,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,back_reference_transaction_id,dropped|loaded_but_unused,no,yes,yes,Example: A7ABDE7206C224F078A4 | AD2A07F1A69DA436CAB2 | AA57A013D938E4152891,A7ABDE7206C224F078A4 | AD2A07F1A69DA436CAB2 | AA57A013D938E4152891,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,candidate_first_name,dropped|loaded_but_unused,no,yes,yes,Example: JONATHAN | FELIX | JEFFREY D,JONATHAN | FELIX | JEFFREY D,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,candidate_last_name,dropped|loaded_but_unused,no,yes,yes,Example: DEAN | TELLO | WALTER,DEAN | TELLO | WALTER,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,candidate_middle_name,dropped|loaded_but_unused,no,yes,yes,Example: MCKAY | L | D.,MCKAY | L | D.,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,candidate_office,dropped|loaded_but_unused,no,yes,yes,Example: S | H,S | H,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,candidate_office_district,dropped|loaded_but_unused,no,yes,yes,Example: 00 | 07 | 11,00 | 07 | 11,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,candidate_office_full,dropped|loaded_but_unused,no,yes,yes,Example: SENATE | HOUSE,SENATE | HOUSE,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,candidate_office_state,dropped|loaded_but_unused,no,yes,yes,Example: IL | TX | IN,IL | TX | IN,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,candidate_office_state_full,dropped|loaded_but_unused,no,yes,yes,Example: ILLINOIS | TEXAS | INDIANA,ILLINOIS | TEXAS | INDIANA,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,candidate_prefix,dropped|loaded_but_unused,no,yes,yes,Example: DR. | MRS. | MR.,DR. | MRS. | MR.,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,candidate_suffix,dropped|loaded_but_unused,no,yes,yes,Example: JR | JR.,JR | JR.,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,committee_id,dropped|loaded_but_unused,no,yes,yes,Example: C00917245 | C00915280 | C00917930,C00917245 | C00915280 | C00917930,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,conduit_committee_city,dropped|loaded_but_unused,no,yes,yes,Example: ARLINGTON | WASHINGTON | CHICAGO,ARLINGTON | WASHINGTON | CHICAGO,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,conduit_committee_id,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,conduit_committee_name,dropped|loaded_but_unused,no,yes,yes,Example: WINRED PAC | HOUSE FREEDOM FUND | WINRED,WINRED PAC | HOUSE FREEDOM FUND | WINRED,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,conduit_committee_state,dropped|loaded_but_unused,no,yes,yes,Example: VA | DC | IL,VA | DC | IL,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,conduit_committee_street1,dropped|loaded_but_unused,no,yes,yes,Example: PO BOX 9891 | 300 INDEPENDENCE AVENUE SE | 4250 FAIRFAX DR,PO BOX 9891 | 300 INDEPENDENCE AVENUE SE | 4250 FAIRFAX DR,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,conduit_committee_street2,dropped|loaded_but_unused,no,yes,yes,Example: STE 600 | SUITE 530,STE 600 | SUITE 530,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,conduit_committee_zip,dropped|loaded_but_unused,no,yes,yes,Example: 22219 | 20003 | 22203,22219 | 20003 | 22203,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,contributor_aggregate_ytd,dropped|loaded_but_unused,no,yes,yes,Example: 5507.08 | 260.25 | 250.0,5507.08 | 260.25 | 250.0,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,contributor_first_name,dropped|loaded_but_unused,no,yes,yes,Example: DAVID | JANICE | CYNTHIA,DAVID | JANICE | CYNTHIA,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,contributor_last_name,dropped|loaded_but_unused,no,yes,yes,Example: OBRIEN | DURWARD | WOESSNER,OBRIEN | DURWARD | WOESSNER,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,contributor_middle_name,dropped|loaded_but_unused,no,yes,yes,Example: R. | R | MICHAEL,R. | R | MICHAEL,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,contributor_name,dropped|loaded_but_unused,no,yes,yes,"Example: WINRED | OBRIEN, DAVID | DURWARD, JANICE","WINRED | OBRIEN, DAVID | DURWARD, JANICE",,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,contributor_prefix,dropped|loaded_but_unused,no,yes,yes,Example: MS | MR | MRS,MS | MR | MRS,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,contributor_street_1,dropped|loaded_but_unused,no,yes,yes,Example: 4250 FAIRFAX DR | 22463 E 200 N RD | 16369B ARGO FAY RTE,4250 FAIRFAX DR | 22463 E 200 N RD | 16369B ARGO FAY RTE,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,contributor_street_2,dropped|loaded_but_unused,no,yes,yes,Example: STE 600 | SUITE 1300 | 2R,STE 600 | SUITE 1300 | 2R,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,contributor_suffix,dropped|loaded_but_unused,no,yes,yes,Example: JR | III | SR,JR | III | SR,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,donor_committee_name,dropped|loaded_but_unused,no,yes,yes,Example: WINRED | FRIENDS OF LAUZEN | AURORA TOWNSHIP REPUBLICAN CENTRAL,WINRED | FRIENDS OF LAUZEN | AURORA TOWNSHIP REPUBLICAN CENTRAL,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,election_type,dropped|loaded_but_unused,no,yes,yes,Example: P2026 | G2026 | G2024,P2026 | G2026 | G2024,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,election_type_full,dropped|loaded_but_unused,no,yes,yes,Example: 03/09/2025 | DEBT PRIMARY 2008,03/09/2025 | DEBT PRIMARY 2008,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,entity_type,dropped|loaded_but_unused,no,yes,yes,Example: ORG | IND | CAN,ORG | IND | CAN,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,entity_type_desc,dropped|loaded_but_unused,no,yes,yes,Example: ORGANIZATION | INDIVIDUAL | CANDIDATE,ORGANIZATION | INDIVIDUAL | CANDIDATE,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,fec_election_type_desc,dropped|loaded_but_unused,no,yes,yes,Example: PRIMARY | GENERAL,PRIMARY | GENERAL,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,fec_election_year,dropped|loaded_but_unused,no,yes,yes,Example: 2026 | 2024 | 2025,2026 | 2024 | 2025,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,file_number,dropped|loaded_but_unused,no,yes,yes,Example: 1919887 | 1933129 | 1928743,1919887 | 1933129 | 1928743,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,filing_form,dropped|loaded_but_unused,no,yes,yes,Example: F3,F3,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,increased_limit,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,line_number_label,dropped|loaded_but_unused,no,yes,yes,Example: Contributions From Individuals/Persons Other Than Political Committees | Loans Received from the Candidate | Offsets to Operating Expenditures,Contributions From Individuals/Persons Other Than Political Committees | Loans Received from the Candidate | Offsets to Operating Expenditures,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,link_id,dropped|loaded_but_unused,no,yes,yes,Example: 4101520251292819260 | 4011620261302505013 | 4121720251298943002,4101520251292819260 | 4011620261302505013 | 4121720251298943002,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,memo_code,dropped|loaded_but_unused,no,yes,yes,Example: X,X,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,memo_code_full,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,memoed_subtotal,dropped|loaded_but_unused,no,yes,yes,Example: True | False,True | False,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,national_committee_nonfederal_account,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,original_sub_id,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,pdf_url,dropped|loaded_but_unused,no,yes,yes,Example: https://docquery.fec.gov/cgi-bin/fecimg/?202510159790862035 | https://docquery.fec.gov/cgi-bin/fecimg/?202510159790862030 | https://docquery.fec.gov/cgi-bin/fecimg/?202510159790862038,https://docquery.fec.gov/cgi-bin/fecimg/?202510159790862035 | https://docquery.fec.gov/cgi-bin/fecimg/?202510159790862030 | https://docquery.fec.gov/cgi-bin/fecimg/?202510159790862038,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,recipient_committee_designation,dropped|loaded_but_unused,no,yes,yes,Example: P,P,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,recipient_committee_org_type,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,recipient_committee_type,dropped|loaded_but_unused,no,yes,yes,Example: H | S,H | S,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,report_type,dropped|loaded_but_unused,no,yes,yes,Example: Q3 | YE | Q1,Q3 | YE | Q1,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,report_year,dropped|loaded_but_unused,no,yes,yes,Example: 2025,2025,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,schedule_type,dropped|loaded_but_unused,no,yes,yes,Example: SA,SA,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,schedule_type_full,dropped|loaded_but_unused,no,yes,yes,Example: ITEMIZED RECEIPTS,ITEMIZED RECEIPTS,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_a_json,transaction_id,dropped|loaded_but_unused,no,yes,yes,Example: A05B0F6B9E14F449A861 | A7ABDE7206C224F078A4 | A475C98A5333A49B7B4F,A05B0F6B9E14F449A861 | A7ABDE7206C224F078A4 | A475C98A5333A49B7B4F,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
